src_port,dst_port,protocol,packet_size,packet_rate,byte_rate,flow_duration,total_packets,total_bytes,tcp_flags_syn,tcp_flags_ack,tcp_flags_fin,tcp_flags_rst,entropy,conn_state,src_bytes,dst_bytes,wrong_fragment,urgent,label
53430,445,6,149.4418588304329,21.47607956449768,8301.063190415747,0.5,24,4945,0,1,1,0,3.9498749764234775,3,1949,1061,0.0,0.0,4
54395,378,6,53.621132084900914,124.26122414748495,3972.2444612224817,0.13067994996613624,5,190,1,0,0,0,4.663502505725351,3,99,43,0.0,0.0,2
62349,8443,6,160.96811887813703,1.6971318054282127,376.0425505907849,22.058980145496076,28,5096,0,1,1,0,6.625052180173219,1,2011,2896,0.0,0.0,3
49204,8443,6,224.1943149324408,3.1779964949594808,468.7006606823765,41.98706423785448,24,5064,0,1,1,0,6.9590622983017285,1,2027,3033,0.0,0.0,3
14348,80,17,95.07357920891387,416.21414432797417,60895.93840441644,0.801985523246207,973,99901,1,0,0,0,1.689039068810179,3,4898,496,1.0,0.0,1
55167,8080,6,163.04292103590757,15.191943778673059,4208.342438536675,31.857424000444336,52,50085,0,1,0,0,4.930568283816842,1,25097,24917,0.0,0.0,0
56873,8080,6,362.0919357839268,8.855085692548768,5010.985100486787,1.0,51,50459,0,1,0,0,3.137615770877263,3,24974,25002,0.0,0.0,0
61492,4443,6,251.8754526218789,1.005490384826322,463.0391070052331,21.694209318518816,24,4950,0,1,0,0,6.893737104766414,1,2018,3082,0.0,0.0,3
50828,394,6,45.63552264230731,114.93343617039108,7324.0568711924325,1.52881020356561,2,201,1,0,0,0,4.9023109226203,2,100,55,0.0,0.0,2
51913,22,6,171.74476681756227,45.571450144730974,13790.124446790154,0.5,29,5027,0,1,0,0,2.6437847977828732,2,2072,1023,0.0,0.0,4
63954,1433,6,626.5540309168977,15.290703442477163,20998.84504480292,13.401475511725124,56,49865,0,1,0,1,5.9285148052719014,1,29828,19972,0.0,0.0,5
62500,802,6,46.52645662399177,79.73582964253028,6615.803142220232,0.3946151701240188,3,199,1,0,0,1,4.187297924720023,3,101,45,0.0,0.0,2
63179,22,6,134.17338905581167,69.62619514885927,6621.00389773606,0.840484494191689,33,5050,1,1,1,0,3.766319733824769,3,1979,1018,0.0,0.0,4
61922,8080,6,487.944718477335,10.28084550138739,18236.33723884553,8.942377802450663,46,50223,1,1,0,0,4.818694071192427,1,30029,20046,0.0,0.0,5
64588,3389,6,152.380980401746,45.466456349567764,11267.986430437168,0.5,29,5071,1,1,0,0,2.5348305826784463,1,2031,1023,0.0,0.0,4
56045,3389,17,189.45458643679245,14.912867318138886,5677.629201621474,42.53282576969814,50,49863,0,1,0,0,4.203619068383881,3,25014,25236,0.0,0.0,0
50890,22,6,149.2884671238929,76.19696823320837,14363.358015386799,13.088225573312872,24,4973,0,0,1,0,2.8689607115620968,3,1991,944,0.0,0.0,4
57384,21,6,157.3314043458944,48.57236436289742,6660.014302259898,4.053888607319071,28,5051,1,1,0,1,2.934148851553426,1,2021,991,0.0,0.0,4
56002,21,6,101.45198432849108,28.9021553621799,10334.72216515684,8.172575913640506,39,4962,1,0,1,0,3.6619559259067462,2,2106,953,0.0,0.0,4
60789,443,17,228.34576065532946,6.888109025045985,8914.127281083282,128.73171398066683,56,50283,0,0,0,0,3.9404575845166225,2,25179,24930,0.0,0.0,0
53578,31337,6,133.00962746698286,1.905079760569144,678.3636356140945,32.96751801701933,8,5088,1,1,1,1,6.924309830813,1,1972,2932,0.0,0.0,3
53980,1433,6,676.0714310404868,5.0,22638.999419295113,1.0,54,50088,0,1,1,0,4.866273616826195,1,29783,19923,0.0,0.0,5
62201,53,6,75.17147447867215,279.8747591198364,42212.51537496494,0.9238487238858583,1043,99871,1,0,0,0,1.770601175151587,3,4950,478,0.0,0.0,1
58312,21,6,201.53340198575992,30.625488900272604,3094.7965216295124,1.5325697363541193,29,4953,0,0,1,0,2.784076328091479,2,1891,996,0.0,0.0,4
54911,80,6,580.3251010982947,1.0,6457.3695944338315,40.52972121383848,39,49929,0,1,0,0,4.350783035026429,2,25034,24977,0.0,0.0,0
54237,4443,6,160.73220043968402,1.050075356203746,601.8178662115091,29.175532947329543,22,4954,0,1,1,0,5.051537681451001,1,2061,2971,0.0,0.0,3
52992,22,17,686.5993285301136,9.558286704954526,2174.6631636579455,120.2804226362553,54,50160,1,1,1,0,2.957038735355183,1,25099,25017,0.0,0.0,0
55749,443,6,597.1030238197998,19.153425192571287,25287.551998100826,20.174633582349188,48,50010,0,1,1,0,5.397541783663052,1,29908,19735,0.0,0.0,5
64396,8443,6,180.23910621333076,1.6600314951408957,400.6089036861025,19.65181843407659,16,4882,1,1,0,0,7.03312114059359,1,1964,3104,0.0,0.0,3
57639,443,6,866.3347589419375,24.494136254770673,5448.432784151151,7.221560811073102,49,50386,0,1,1,0,6.32558964334838,1,29977,20169,0.0,0.0,5
63708,1337,6,269.6951261991945,1.8797918465917036,676.7847002458285,50.40947060115491,23,5023,0,1,0,0,5.6791643255391175,1,1984,2934,0.0,0.0,3
50194,4443,6,122.66337560565206,2.248347684001961,312.44067512891445,24.67631643773381,14,5020,0,1,0,0,6.3634532912303134,1,2026,3015,0.0,0.0,3
56544,3389,17,679.5777077520684,16.06865718862921,4750.76440761974,4.806227931596705,58,50103,0,1,1,0,2.9801830285876103,2,24992,24882,0.0,0.0,0
7344,80,17,74.1765115293585,1073.4991994029265,40311.479665319,0.11516471178881217,1003,99563,1,0,0,0,0.9087703081205629,2,5184,553,0.0,0.0,1
49729,4443,6,221.53790025712647,1.814441596533953,100.0,20.896072870885078,27,4957,1,1,1,0,6.395964850317293,1,2011,2910,0.0,0.0,3
56208,1008,6,53.21360643901824,115.78478171353001,3111.1724265367284,0.2383183505147385,3,196,1,0,0,0,4.992006213585299,2,108,50,0.0,0.0,2
57944,8080,17,548.5040851225039,10.406384213835139,7327.017535909974,53.66152581443965,54,50031,1,1,1,0,3.651441638359651,1,24840,24793,0.0,0.0,0
58528,443,6,638.3027930135488,32.89732043237383,22380.25304203568,5.5311650384382025,46,50027,0,1,1,0,5.34151310821263,1,29912,19829,0.0,0.0,5
60059,23,6,164.58956886989347,60.68974973029141,5040.047565755514,1.1509671315898082,19,4981,0,0,0,0,3.6015302547227916,1,1989,976,0.0,0.0,4
29693,443,6,51.749976837951856,948.1316045483998,10000.0,1.582565266512514,962,99606,1,0,1,1,0.9986299324427046,3,5071,551,0.0,0.0,1
58711,80,6,732.038731876787,22.10459161838371,17336.086260131044,14.446366092596552,49,49968,1,1,0,0,5.071116495875321,1,30058,20096,0.0,0.0,5
55538,3306,6,977.3356038590459,6.4669750079666315,20258.0188988774,4.363776314287397,42,49958,0,1,1,0,5.3996809498570055,1,29963,20380,0.0,0.0,5
59930,8443,6,235.50538730233538,1.7809130017882773,414.7394963641494,35.10482759827689,32,5141,1,1,1,0,7.316606207989441,1,1991,2994,0.0,0.0,3
8875,80,17,58.481034792914755,1644.9253213897714,34068.9072281106,3.0835631267797545,963,100296,1,0,0,0,1.792549880089708,3,5108,487,0.0,0.0,1
63644,1433,6,918.3866634823517,21.367511163019692,20192.407850709988,1.3333796129092013,44,50515,0,1,0,0,5.886131977120226,1,30157,19740,0.0,0.0,5
49681,404,6,67.40787993271931,98.72684028985898,3892.89964693909,0.6428390242415585,1,208,1,0,0,0,5.356857056248809,3,101,42,0.0,0.0,2
